t_accept,t_incorrect,t2_safe,n,n_acceptable,n_uncertain,n_incorrect,coverage,abstention_rate,acceptable_precision,incorrect_precision,incorrect_recall,selective_error,false_acceptance_among_accepted,false_rejection_among_flagged,accepted_correct,accepted_incorrect,flagged_incorrect,flagged_correct,speakers_any,speakers_5plus,speakers_with_incorrect,speakers_with_acceptable
0.10543,0.47817,True,1424,29,883,512,0.37991573033707865,0.6200842696629213,0.9310344827586207,0.232421875,0.49377593360995853,0.7301293900184843,0.06896551724137931,0.767578125,27,2,119,393,32,30,32,19
0.10543,0.47945,False,1424,29,734,661,0.4845505617977528,0.5154494382022472,0.9310344827586207,0.22692889561270801,0.6224066390041494,0.7434782608695653,0.06896551724137931,0.773071104387292,27,2,150,511,32,30,32,19
0.10543,0.47945,True,1424,29,899,496,0.3686797752808989,0.6313202247191011,0.9310344827586207,0.23588709677419356,0.4854771784232365,0.7257142857142858,0.06896551724137931,0.7641129032258065,27,2,117,379,32,30,32,19
0.10543,0.48134,False,1424,29,755,640,0.46980337078651685,0.5301966292134831,0.9310344827586207,0.2328125,0.6182572614107884,0.7369207772795217,0.06896551724137931,0.7671875,27,2,149,491,32,30,32,19
0.10543,0.48134,True,1424,29,917,478,0.35603932584269665,0.6439606741573034,0.9310344827586207,0.24476987447698745,0.4854771784232365,0.7159763313609467,0.06896551724137931,0.7552301255230126,27,2,117,361,32,30,32,19
0.10543,0.48236,False,1424,29,775,620,0.45575842696629215,0.5442415730337079,0.9310344827586207,0.23870967741935484,0.6141078838174274,0.7303543913713405,0.06896551724137931,0.7612903225806451,27,2,148,472,32,29,32,19
0.10543,0.48236,True,1424,29,932,463,0.3455056179775281,0.6544943820224719,0.9310344827586207,0.2526997840172786,0.4854771784232365,0.7073170731707317,0.06896551724137931,0.7473002159827213,27,2,117,346,32,29,32,19
0.10543,0.48406,False,1424,29,796,599,0.4410112359550562,0.5589887640449438,0.9310344827586207,0.2387312186978297,0.5933609958506224,0.7292993630573248,0.06896551724137931,0.7612687813021702,27,2,143,456,32,29,32,19
0.10543,0.48406,True,1424,29,946,449,0.3356741573033708,0.6643258426966292,0.9310344827586207,0.25389755011135856,0.4730290456431535,0.7050209205020921,0.06896551724137931,0.7461024498886414,27,2,114,335,32,29,32,19
0.10543,0.48558,False,1424,29,818,577,0.425561797752809,0.574438202247191,0.9310344827586207,0.24436741767764297,0.5850622406639004,0.7227722772277227,0.06896551724137931,0.755632582322357,27,2,141,436,32,29,32,19
0.10543,0.48558,True,1424,29,963,432,0.3237359550561798,0.6762640449438202,0.9310344827586207,0.2638888888888889,0.4730290456431535,0.6941431670281996,0.06896551724137931,0.7361111111111112,27,2,114,318,32,28,32,19
0.10543,0.48786,False,1424,29,839,556,0.41081460674157305,0.589185393258427,0.9310344827586207,0.2517985611510791,0.5809128630705395,0.7145299145299145,0.06896551724137931,0.7482014388489209,27,2,140,416,32,29,32,19
0.10543,0.48786,True,1424,29,978,417,0.31320224719101125,0.6867977528089888,0.9310344827586207,0.2733812949640288,0.4730290456431535,0.6838565022421524,0.06896551724137931,0.7266187050359713,27,2,114,303,32,28,32,19
0.10543,0.48938,False,1424,29,852,543,0.40168539325842695,0.598314606741573,0.9310344827586207,0.2523020257826888,0.5684647302904564,0.7132867132867133,0.06896551724137931,0.7476979742173112,27,2,137,406,32,29,32,19
0.10543,0.48938,True,1424,29,991,404,0.30407303370786515,0.6959269662921348,0.9310344827586207,0.2747524752475248,0.4605809128630705,0.6812933025404158,0.06896551724137931,0.7252475247524752,27,2,111,293,32,28,32,19
0.10543,0.49294,False,1424,29,874,521,0.3862359550561798,0.6137640449438202,0.9310344827586207,0.2476007677543186,0.5352697095435685,0.7163636363636363,0.06896551724137931,0.7523992322456814,27,2,129,392,32,29,32,19
0.10543,0.49294,True,1424,29,1003,392,0.29564606741573035,0.7043539325842697,0.9310344827586207,0.27040816326530615,0.43983402489626555,0.684085510688836,0.06896551724137931,0.7295918367346939,27,2,106,286,32,28,32,19
0.10543,0.49536,False,1424,29,891,504,0.37429775280898875,0.6257022471910112,0.9310344827586207,0.25396825396825395,0.5311203319502075,0.7091932457786116,0.06896551724137931,0.746031746031746,27,2,128,376,32,28,32,19
0.10543,0.49536,True,1424,29,1016,379,0.28651685393258425,0.7134831460674157,0.9310344827586207,0.2770448548812665,0.43568464730290457,0.6764705882352942,0.06896551724137931,0.7229551451187335,27,2,105,274,32,27,32,19
0.10543,0.49788,False,1424,29,913,482,0.35884831460674155,0.6411516853932584,0.9310344827586207,0.2551867219917012,0.5103734439834025,0.7064579256360078,0.06896551724137931,0.7448132780082988,27,2,123,359,32,28,32,19
0.10543,0.49788,True,1424,29,1033,362,0.27457865168539325,0.7254213483146067,0.9310344827586207,0.281767955801105,0.42323651452282157,0.670076726342711,0.06896551724137931,0.7182320441988951,27,2,102,260,32,27,32,19
0.10543,0.49958,False,1424,29,932,463,0.3455056179775281,0.6544943820224719,0.9310344827586207,0.2570194384449244,0.49377593360995853,0.7032520325203252,0.06896551724137931,0.7429805615550756,27,2,119,344,32,27,32,19
0.10543,0.49958,True,1424,29,1047,348,0.26474719101123595,0.735252808988764,0.9310344827586207,0.28160919540229884,0.4066390041493776,0.6684350132625995,0.06896551724137931,0.7183908045977011,27,2,98,250,32,27,32,19
